image_id,image_file,width,height,lean_flag,look_flag,phone_flag,lean_angle,head_turn_angle,confidence,person_id,frame_id,label
22,IMG_8730_jpg.rf.0bfeaeaa0f79ea8ab832f540418c3a3e.jpg,640,640,0,0,0,0.0,0.0,0.8,person_003,2,normal
23,IMG_8732_jpg.rf.0cc7d24a76788ab1f1a684659379c63b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_003,3,suspicious
24,IMG_9016_jpg.rf.0f7ebea276aff86513df7b43b9561497.jpg,640,640,0,1,0,0.0,20.0,0.8,person_003,4,suspicious
25,IMG_8582_jpg.rf.0dc0fbe279f4da9ac3e3ce7f75135eca.jpg,640,640,0,0,0,0.0,0.0,0.8,person_003,5,normal
26,IMG_8753_jpg.rf.100e573209ec3f651e5cf16e5710e055.jpg,640,640,1,0,0,0.0,0.0,0.8,person_003,6,suspicious
27,IMG_8639_jpg.rf.0b3c3b6cd482c8d43d863ff10419bf8b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_003,7,suspicious
28,IMG_9130_jpg.rf.0db0b0c30f8a07f9cfa63486ee99c70b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_003,8,suspicious
29,IMG_9087_jpg.rf.02b8293119ed58e4681c91087c316f8d.jpg,640,640,1,0,0,0.0,0.0,0.8,person_003,9,suspicious
30,IMG_8633_jpg.rf.039206eb067eb6fbfa13f595f861493b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_004,0,suspicious
31,IMG_9043_jpg.rf.0c3b1429c20bfac26378d28191422935.jpg,640,640,0,0,0,0.0,0.0,0.8,person_004,1,normal
32,IMG_9179_jpg.rf.103e663a183458a51e9028f2a29588a2.jpg,640,640,0,0,0,0.0,0.0,0.8,person_004,2,normal
33,IMG_8744_jpg.rf.08add40ce34447b268174467ce1f896e.jpg,640,640,1,0,0,0.0,0.0,0.8,person_004,3,suspicious
34,IMG_9124_jpg.rf.0770915a1fef31db882f76a61ec7a7b1.jpg,640,640,1,0,0,0.0,0.0,0.8,person_004,4,suspicious
35,IMG_8630_jpg.rf.0a1f461cc30040cbab4219cf1de3f210.jpg,640,640,1,0,0,0.0,0.0,0.8,person_004,5,suspicious
36,IMG_8643_jpg.rf.04d03cfe851112ff81fb5c2ec6b3e5f9.jpg,640,640,1,0,0,0.0,0.0,0.8,person_004,6,suspicious
37,IMG_8611_jpg.rf.03e1460165ae1cf767f3e1371414e298.jpg,640,640,1,0,0,0.0,0.0,0.8,person_004,7,suspicious
38,IMG_9125_jpg.rf.1069935cb214a09b2dab53047e327367.jpg,640,640,1,0,0,0.0,0.0,0.8,person_004,8,suspicious
39,IMG_8632_jpg.rf.0b93b97f6ac7d0922f1d0d140c82ce2f.jpg,640,640,1,0,0,0.0,0.0,0.8,person_004,9,suspicious
40,IMG_9038_jpg.rf.10b7a43353fd7fe17a6db576a0cb0ffa.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_005,0,suspicious
41,IMG_8621_jpg.rf.127909a37695391fda8792bea2f49fc7.jpg,640,640,1,0,0,0.0,0.0,0.8,person_005,1,suspicious
42,IMG_8607_jpg.rf.132e7eee7ed8d8cc8f7fd108865d151f.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_005,2,suspicious
43,IMG_8632_jpg.rf.14fb201fbdc9ac1eb621aae11f42ae80.jpg,640,640,1,0,0,0.0,0.0,0.8,person_005,3,suspicious
44,IMG_9087_jpg.rf.12c763d993dbd7a3c33732e996e841f1.jpg,640,640,1,0,0,0.0,0.0,0.8,person_005,4,suspicious
45,IMG_9098_jpg.rf.0a0f09fd9247321f8e79c65affac6c60.jpg,640,640,1,0,0,0.0,0.0,0.8,person_005,5,suspicious
46,IMG_8713_jpg.rf.13ed300c66c9f0babdc03a848626942b.jpg,640,640,0,0,0,0.0,0.0,0.8,person_005,6,normal
47,IMG_9203_jpg.rf.132f098b36997a6adafcdbc9c8cce628.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_005,7,suspicious
48,IMG_9103_jpg.rf.0e82749b4c55ff0efd3bb47662b06f5b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_005,8,suspicious
49,IMG_8647_jpg.rf.16a760dbf73cca5bfc2f130fb3ddb370.jpg,640,640,0,0,0,0.0,0.0,0.8,person_005,9,normal
50,IMG_9118_jpg.rf.1724c560b44bf6ba1dc80f8470b438e6.jpg,640,640,1,0,0,0.0,0.0,0.8,person_006,0,suspicious
51,IMG_9215_jpg.rf.1695edfde9c5590744d5e9deceb9a6bb.jpg,640,640,0,1,0,0.0,20.0,0.8,person_006,1,suspicious
52,IMG_9185_jpg.rf.1779a354092b622a588f8c29b42dea4f.jpg,640,640,0,0,0,0.0,0.0,0.8,person_006,2,normal
53,IMG_8746_jpg.rf.193bcc06b68fb26fd3159864879ac1f6.jpg,640,640,1,0,0,0.0,0.0,0.8,person_006,3,suspicious
54,IMG_9118_jpg.rf.1a2308977ff5aaa614ec65b0ca226143.jpg,640,640,1,0,0,0.0,0.0,0.8,person_006,4,suspicious
55,IMG_9141_jpg.rf.10bad26579603eabb084d0a5f57c84ce.jpg,640,640,1,0,0,0.0,0.0,0.8,person_006,5,suspicious
56,IMG_9156_jpg.rf.104289854b471c69a8117919b5c10283.jpg,640,640,0,0,0,0.0,0.0,0.8,person_006,6,normal
57,IMG_8624_jpg.rf.1affc54932bd73af00abe85b815fbfa8.jpg,640,640,1,0,0,0.0,0.0,0.8,person_006,7,suspicious
58,IMG_8748_jpg.rf.146c4df647c8beaa652be72892cb178f.jpg,640,640,1,0,0,0.0,0.0,0.8,person_006,8,suspicious
59,IMG_9220_jpg.rf.1a88102b7b14bd6a51e554b5920fd4e3.jpg,640,640,0,1,0,0.0,20.0,0.8,person_006,9,suspicious
60,IMG_9165_jpg.rf.141e81410c3c4c6c17b58a25ec7d15ca.jpg,640,640,0,0,0,0.0,0.0,0.8,person_007,0,normal
61,IMG_8656_jpg.rf.175b5d093e01b60afd69c5ba45f660e8.jpg,640,640,0,0,0,0.0,0.0,0.8,person_007,1,normal
62,IMG_9059_jpg.rf.1b35777b1008fa8e83b8799a03916130.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_007,2,suspicious
63,IMG_8638_jpg.rf.0f844bb5999161a1241b4d6c2684f9fa.jpg,640,640,1,0,0,0.0,0.0,0.8,person_007,3,suspicious
64,IMG_9061_jpg.rf.108e9f1985645fbab6791718bf1cf6a7.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_007,4,suspicious
65,IMG_9032_jpg.rf.19f04c8b66b386204bddd622fd94376a.jpg,640,640,0,1,0,0.0,20.0,0.8,person_007,5,suspicious
66,IMG_9027_jpg.rf.1992ceb977c0910a0050c91cea603f79.jpg,640,640,0,1,0,0.0,20.0,0.8,person_007,6,suspicious
67,IMG_8605_jpg.rf.144b43ded131f39f26592e33ec833f50.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_007,7,suspicious
68,IMG_8670_jpg.rf.0dbf62e4b15fc33b53fdcce90110692f.jpg,640,640,1,1,0,0.0,20.0,0.8,person_007,8,suspicious_multiple
69,IMG_8614_jpg.rf.1308fb47ea0b7100a8ab32787304f01d.jpg,640,640,0,1,0,0.0,20.0,0.8,person_007,9,suspicious
70,IMG_9049_jpg.rf.1d2d29319c596ceb281d159d59896648.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_008,0,suspicious
71,IMG_8579_jpg.rf.1b09dd40cf329c868d442bc3966b4924.jpg,640,640,0,0,0,0.0,0.0,0.8,person_008,1,normal
72,IMG_9103_jpg.rf.1900c705fcf87e872712a503c7d760d4.jpg,640,640,1,0,0,0.0,0.0,0.8,person_008,2,suspicious
73,IMG_9065_jpg.rf.11cb4ee93257135b01b1c4312c7fa180.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_008,3,suspicious
74,IMG_9137_jpg.rf.1a6195ccafd5c5d8444c5e205c05f91b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_008,4,suspicious
75,IMG_9058_jpg.rf.1bb91eaa52fcdbf9673e8a85daa17fa7.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_008,5,suspicious
76,IMG_9212_jpg.rf.183d595af7822ff8d37923433ace6aca.jpg,640,640,0,1,0,0.0,20.0,0.8,person_008,6,suspicious
77,IMG_8715_jpg.rf.1bdb6ff106783fce51be081854128757.jpg,640,640,0,0,0,0.0,0.0,0.8,person_008,7,normal
78,IMG_9187_jpg.rf.19a2d7491681a74ec51a2cec6ad09f0a.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_008,8,suspicious
79,IMG_8733_jpg.rf.1f6c70546cf4693ae6654d7ae1c24ed1.jpg,640,640,1,0,0,0.0,0.0,0.8,person_008,9,suspicious
80,IMG_9140_jpg.rf.21c2a082e04554ae256df70bb8bad9d3.jpg,640,640,1,0,0,0.0,0.0,0.8,person_009,0,suspicious
81,IMG_8652_jpg.rf.23687d36a388f7b8d6f2d8b0a4b41f0b.jpg,640,640,0,0,0,0.0,0.0,0.8,person_009,1,normal
82,IMG_8754_jpg.rf.1ebeead69e5e269a532e9734d71cdf3f.jpg,640,640,1,0,0,0.0,0.0,0.8,person_009,2,suspicious
83,IMG_9124_jpg.rf.21e36ae27928e2d483cf1191f3c1d48a.jpg,640,640,1,0,0,0.0,0.0,0.8,person_009,3,suspicious
84,IMG_8683_jpg.rf.23d7cbc92dc6252c7508da2eab690cff.jpg,640,640,1,0,0,0.0,0.0,0.8,person_009,4,suspicious
85,IMG_9198_jpg.rf.1a2698ff4596f9501c8cedd5fd123c6c.jpg,640,640,0,1,0,0.0,20.0,0.8,person_009,5,suspicious
86,IMG_8696_jpg.rf.250628b5a299608f022a666ff2279765.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_009,6,suspicious_multiple
87,IMG_8698_jpg.rf.22a57a19f15d29bfd8f695c6fd992578.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_009,7,suspicious
88,IMG_9141_jpg.rf.22240ca82f6fdc4ff550cf5f965a0796.jpg,640,640,1,0,0,0.0,0.0,0.8,person_009,8,suspicious
89,IMG_9132_jpg.rf.24c76041afb64bd0d43ce1cfc734c854.jpg,640,640,1,0,0,0.0,0.0,0.8,person_009,9,suspicious
90,IMG_8681_jpg.rf.24b1d3ee8a0ce6f451525705d9186ccd.jpg,640,640,0,1,0,0.0,20.0,0.8,person_010,0,suspicious
91,IMG_9029_jpg.rf.160b4244838b0a9e7f95975bc3aa8566.jpg,640,640,0,1,0,0.0,20.0,0.8,person_010,1,suspicious
92,IMG_9082_jpg.rf.2627bcb0ae23a3a4df63e751b59649af.jpg,640,640,1,0,0,0.0,0.0,0.8,person_010,2,suspicious
93,IMG_9026_jpg.rf.25b031f1338c9f15c442ee1ef02a403e.jpg,640,640,0,1,0,0.0,20.0,0.8,person_010,3,suspicious
94,IMG_9158_jpg.rf.26f7f89ae70f283879912dfe578c069b.jpg,640,640,0,0,0,0.0,0.0,0.8,person_010,4,normal
95,IMG_8651_jpg.rf.1e665231411e0c8863464ed2fcf8b6f1.jpg,640,640,0,0,0,0.0,0.0,0.8,person_010,5,normal
96,IMG_9024_jpg.rf.264d04a842d8cc02d96e1a3176a071df.jpg,640,640,0,1,0,0.0,20.0,0.8,person_010,6,suspicious
97,IMG_8663_jpg.rf.26af2cefae8cec1487db8458a958eada.jpg,640,640,0,0,0,0.0,0.0,0.8,person_010,7,normal
98,IMG_8706_jpg.rf.2876cdbb6d1d8affcc5ef77d76912edb.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_010,8,suspicious
99,IMG_8694_jpg.rf.292af6492cfd37f61315ad95290a6840.jpg,640,640,1,1,0,0.0,-20.0,0.8,person_010,9,suspicious_multiple
100,IMG_9114_jpg.rf.27e47a45ff47cbc26989a096832f4412.jpg,640,640,1,0,0,0.0,0.0,0.8,person_011,0,suspicious
101,IMG_8613_jpg.rf.2156b3d8e4a54b02082aa2146d3030f7.jpg,640,640,1,0,0,0.0,0.0,0.8,person_011,1,suspicious
102,IMG_8658_jpg.rf.1d4695aacfd86f9f08279d65f4ef23b8.jpg,640,640,0,0,0,0.0,0.0,0.8,person_011,2,normal
103,IMG_9206_jpg.rf.22675d79e7046fef26e3f3da98bb461e.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_011,3,suspicious
104,IMG_9076_jpg.rf.22e0248a59db55a4dd14397bd0be9242.jpg,640,640,1,0,0,0.0,0.0,0.8,person_011,4,suspicious
105,IMG_9120_jpg.rf.1d3553558d499a12bca9fcc40c54fb0b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_011,5,suspicious
106,IMG_9120_jpg.rf.2a70418a474fe61b349a7389ed6d3482.jpg,640,640,1,0,0,0.0,0.0,0.8,person_011,6,suspicious
107,IMG_8585_jpg.rf.1ef10cc37f1ba70bba85d84da51ac068.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_011,7,suspicious
108,IMG_8591_jpg.rf.296417e3ab4cda9e50b932cd85a36644.jpg,640,640,1,0,0,0.0,0.0,0.8,person_011,8,suspicious
109,IMG_8582_jpg.rf.2596efdaebeed992b7232d30da60324c.jpg,640,640,0,0,0,0.0,0.0,0.8,person_011,9,normal
110,IMG_8691_jpg.rf.2b08181f5f82d7e026174c99984f7e60.jpg,640,640,1,1,0,0.0,-20.0,0.8,person_012,0,suspicious_multiple
111,IMG_8734_jpg.rf.20761ad25a7f92a39ded8f39dab01226.jpg,640,640,1,0,0,0.0,0.0,0.8,person_012,1,suspicious
112,IMG_8613_jpg.rf.298be4415ceccd82bb1f9e8c68e96119.jpg,640,640,1,0,0,0.0,0.0,0.8,person_012,2,suspicious
113,IMG_8589_jpg.rf.2b2c2aefbe1381bbb3d9cc94d9a89fde.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_012,3,suspicious
114,IMG_8577_jpg.rf.2a6a4de424089ba331f127683be85d27.jpg,640,640,0,0,0,0.0,0.0,0.8,person_012,4,normal
115,IMG_9024_jpg.rf.2643751666dccc365785ce60f27deaae.jpg,640,640,0,1,0,0.0,20.0,0.8,person_012,5,suspicious
116,IMG_9216_jpg.rf.2eb594cfa81797081ee270501d8e4616.jpg,640,640,0,1,0,0.0,20.0,0.8,person_012,6,suspicious
117,IMG_9075_jpg.rf.286ea3e6fd424ac98def7517290f6de5.jpg,640,640,1,0,0,0.0,0.0,0.8,person_012,7,suspicious
118,IMG_8666_jpg.rf.1c818b2ca8780b80a10824d539454ff4.jpg,640,640,0,0,0,0.0,0.0,0.8,person_012,8,normal
119,IMG_9046_jpg.rf.2ec9eb278ce4732682a2ac6f9c6f08b1.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_012,9,suspicious
120,IMG_8561_jpg.rf.28b0c9e276cf6b0f0445f1602a7f4a3a.jpg,640,640,0,0,0,0.0,0.0,0.8,person_013,0,normal
121,IMG_9015_jpg.rf.2aa8546ac81a6bed7c96bc4840a87cf7.jpg,640,640,0,0,0,0.0,0.0,0.8,person_013,1,normal
122,IMG_9079_jpg.rf.2dc50e9b83f4b16d4f7c4d466de3728b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_013,2,suspicious
123,IMG_8681_jpg.rf.2be9cacbd812942d783bbf02e91d048f.jpg,640,640,0,1,0,0.0,20.0,0.8,person_013,3,suspicious
124,IMG_8567_jpg.rf.2e1b1b6a59601bb62eea6b7eb1a22f1d.jpg,640,640,0,0,0,0.0,0.0,0.8,person_013,4,normal
125,IMG_8631_jpg.rf.2a430e85a3d58a7e0e2ef55d6ad018e6.jpg,640,640,1,0,0,0.0,0.0,0.8,person_013,5,suspicious
126,IMG_9077_jpg.rf.28c88ebb534cc7d97138e37ed1e0cd51.jpg,640,640,1,0,0,0.0,0.0,0.8,person_013,6,suspicious
127,IMG_8557_jpg.rf.2a240ea2d887d1abc4418e9e10c5376d.jpg,640,640,0,0,0,0.0,0.0,0.8,person_013,7,normal
128,IMG_8747_jpg.rf.2e26571a8d69a674ef42792cc98f1299.jpg,640,640,1,0,0,0.0,0.0,0.8,person_013,8,suspicious
129,IMG_8730_jpg.rf.31daa8f25005cef7f5aedf611df607c7.jpg,640,640,0,0,0,0.0,0.0,0.8,person_013,9,normal
130,IMG_8678_jpg.rf.2ddfeb4b427adb007d4cea97ee43c4a6.jpg,640,640,1,1,0,0.0,20.0,0.8,person_014,0,suspicious_multiple
131,IMG_9206_jpg.rf.31be3f6c17e74239c4cb5a1b09c8fa41.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_014,1,suspicious
132,IMG_9182_jpg.rf.330142419e9b1f9d411047457205c4de.jpg,640,640,0,0,0,0.0,0.0,0.8,person_014,2,normal
133,IMG_9128_jpg.rf.33219f6fee700d29cea7377bb298bb7c.jpg,640,640,1,0,0,0.0,0.0,0.8,person_014,3,suspicious
134,IMG_9060_jpg.rf.315f4745a0bb3f7497e99dccde55c482.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_014,4,suspicious
135,IMG_9112_jpg.rf.31f645d6866e6f685e3b9d75536df027.jpg,640,640,1,0,0,0.0,0.0,0.8,person_014,5,suspicious
136,IMG_9207_jpg.rf.31f02aaf4c04e006301b94c884ae0705.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_014,6,suspicious
137,IMG_9171_jpg.rf.323ee6fe0c5a046ab004e6dd691a43d9.jpg,640,640,0,0,0,0.0,0.0,0.8,person_014,7,normal
138,IMG_9097_jpg.rf.317f7099f43915e57cc0df582f48856c.jpg,640,640,1,0,0,0.0,0.0,0.8,person_014,8,suspicious
139,IMG_9196_jpg.rf.3376767ed77883ae7d9a24e1da8ce2cd.jpg,640,640,0,1,0,0.0,20.0,0.8,person_014,9,suspicious
140,IMG_8689_jpg.rf.296bc8fb44b449c5f9637d80c2471607.jpg,640,640,1,0,0,0.0,0.0,0.8,person_015,0,suspicious
141,IMG_8649_jpg.rf.2fa0ed011cc6efb840676233c62a06dd.jpg,640,640,0,0,0,0.0,0.0,0.8,person_015,1,normal
142,IMG_9059_jpg.rf.2bb1c815b717cad0f5cd78fa2dd6403b.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_015,2,suspicious
143,IMG_9028_jpg.rf.2cef4d8ef39b65ecfa22d65e44246dd2.jpg,640,640,0,1,0,0.0,20.0,0.8,person_015,3,suspicious
144,IMG_8749_jpg.rf.30c1827c85da61f66aff76dbbc7d5ec0.jpg,640,640,1,0,0,0.0,0.0,0.8,person_015,4,suspicious
