image_id,frame_id,person_id,split,original_category,lstm_label,label,lean_flag,look_flag,phone_flag,gesture_flag,lean_angle,head_turn_angle,confidence,center_x,center_y,bbox_area,bbox_width,bbox_height,combined_suspicious,lean_magnitude,head_magnitude,spatial_center_offset,image_width,image_height,image_file,sequence_id,frame_in_sequence,sequence_behavior
13,13,person_0013,valid,Normal,mixed_suspicious,normal,0,0,0,1,-1.3377745632270612,-2.508624968668517,1.0,0.469921875,0.556640625,0.2859930419921875,0.57109375,0.50078125,1,0.0004229719231186,0.0013833307359366,0.08671875,640,640,IMG_8570_jpg.rf.1f54ff19b4cf4e1a95c0e6ce1bdfe2ba.jpg,3,2,mixed_suspicious
15,15,person_0015,test,Normal,mixed_suspicious,normal,0,0,0,0,1.5242169255032696,-0.9645610416368443,0.963234164371617,0.50546875,0.560546875,0.292225341796875,0.6203125,0.47109375,0,0.0088804473939657,0.0015548912552076,0.066015625,640,640,IMG_8571_jpg.rf.1f55ca64fdaecc3a1ed7011188dc66bb.jpg,3,3,mixed_suspicious
15,15,person_0015,valid,Normal,mixed_suspicious,normal,0,1,0,0,-1.4046078343670882,1.0215995003051068,1.0,0.583203125,0.58828125,0.425150146484375,0.74140625,0.5734375,1,0.0676141019735451,0.0072397715621197,0.171484375,640,640,IMG_8722_jpg.rf.3ae74c2182eb3cabd74f2ac804fe7bc6.jpg,3,4,mixed_suspicious
15,15,person_0015,train,Normal,mixed_suspicious,normal,0,0,0,0,-2.109014534938282,0.5934235909266851,1.0,0.6705671875,0.4731921874999999,0.3920709317285156,0.563009375,0.6963843749999999,0,0.0218046083377232,0.0012193491915179,0.197375,640,640,IMG_9173_jpg.rf.058d66242e98e5c03ccafdea7d4b1486.jpg,3,5,mixed_suspicious
16,16,person_0016,valid,Normal,mixed_suspicious,normal,0,0,0,0,-4.923472908942305,-2.1026672043826773,1.0,0.512109375,0.547265625,0.3863494873046875,0.73046875,0.52890625,0,0.0023188921856666,0.0442715738604681,0.0593749999999999,640,640,IMG_9014_jpg.rf.02b21ed02e2a6fb9a1b2005cfd9fb3b8.jpg,3,6,mixed_suspicious
18,18,person_0018,train,Normal,mixed_suspicious,normal,0,0,0,1,1.6616991053796601,-2.321893181060122,0.9875955746334614,0.5343500000000001,0.6793437499999999,0.471921909375,0.73745,0.6399375,1,0.0296991485626879,0.0014333262180542,0.21369375,640,640,IMG_9171_jpg.rf.01de171ad610b8cea8c9f4dc0a57422d.jpg,3,7,mixed_suspicious
18,18,person_0018,test,Normal,mixed_suspicious,normal,0,0,0,0,-6.433207730357344,-7.260716906167589,0.9808424764473352,0.472265625,0.6375,0.44915771484375,0.64453125,0.696875,0,0.0136664779095937,0.0103306867567051,0.1652343749999999,640,640,IMG_9144_jpg.rf.b4aac5ac5dd2d25039f8410801103e12.jpg,3,8,mixed_suspicious
19,19,person_0019,train,Normal,mixed_suspicious,normal,0,0,0,0,1.5039157457049488,7.7785065579042785,0.9721663432910064,0.327734375,0.594921875,0.2247955322265625,0.48359375,0.46484375,0,0.0259136585505408,0.0110068851816051,0.2671875,640,640,IMG_8712_jpg.rf.06cf7f13f369bde130ef3ad26ca5317f.jpg,3,9,mixed_suspicious
15,15,person_0015,train,Normal,mixed_suspicious,normal,0,0,0,0,-4.92511956257356,3.1701539312555274,1.0,0.6705671875,0.4731921874999999,0.3920709317285156,0.563009375,0.6963843749999999,0,0.0218046083377232,0.0012193491915179,0.197375,640,640,IMG_9173_jpg.rf.058d66242e98e5c03ccafdea7d4b1486.jpg,4,0,mixed_suspicious
16,16,person_0016,valid,Normal,mixed_suspicious,normal,0,1,0,0,-5.213385547729363,-6.077120314139571,0.9586343277024348,0.512109375,0.547265625,0.3863494873046875,0.73046875,0.52890625,1,0.0023188921856666,0.0442715738604681,0.0593749999999999,640,640,IMG_9014_jpg.rf.02b21ed02e2a6fb9a1b2005cfd9fb3b8.jpg,4,1,mixed_suspicious
18,18,person_0018,train,Normal,mixed_suspicious,normal,0,0,0,1,0.24562179761610325,2.3145643992285443,0.9922611354499992,0.5343500000000001,0.6793437499999999,0.471921909375,0.73745,0.6399375,1,0.0296991485626879,0.0014333262180542,0.21369375,640,640,IMG_9171_jpg.rf.01de171ad610b8cea8c9f4dc0a57422d.jpg,4,2,mixed_suspicious
18,18,person_0018,test,Normal,mixed_suspicious,normal,0,0,0,0,4.51833036909943,8.234990821665315,0.9925598950940543,0.472265625,0.6375,0.44915771484375,0.64453125,0.696875,0,0.0136664779095937,0.0103306867567051,0.1652343749999999,640,640,IMG_9144_jpg.rf.b4aac5ac5dd2d25039f8410801103e12.jpg,4,3,mixed_suspicious
19,19,person_0019,train,Normal,mixed_suspicious,normal,0,0,0,0,0.9674627254903869,-4.930727760222741,0.9649107903594234,0.327734375,0.594921875,0.2247955322265625,0.48359375,0.46484375,0,0.0259136585505408,0.0110068851816051,0.2671875,640,640,IMG_8712_jpg.rf.06cf7f13f369bde130ef3ad26ca5317f.jpg,4,4,mixed_suspicious
20,20,person_0020,test,Normal,mixed_suspicious,normal,0,0,0,0,-5.988400776423241,-2.524006409876055,0.921376722605795,0.32109375,0.553515625,0.221571044921875,0.4984375,0.44453125,0,0.0049212991124743,0.0397745275028983,0.2324218749999999,640,640,IMG_8717_jpg.rf.e9fae92af6a21ae5b2247ec6940e0e5e.jpg,4,5,mixed_suspicious
20,20,person_0020,test,Normal,mixed_suspicious,normal,0,0,0,0,-4.3486471224873835,-3.557042499801196,1.0,0.748828125,0.5796875,0.2284814453125,0.50078125,0.45625,0,0.0070949182123057,0.0376920133856272,0.328515625,640,640,IMG_8717_jpg.rf.e9fae92af6a21ae5b2247ec6940e0e5e.jpg,4,6,mixed_suspicious
22,22,person_0022,train,Normal,mixed_suspicious,normal,0,0,0,0,-2.424832236645493,-1.3867125924541968,0.9869498014072308,0.4137015625,0.4367109375,0.6942300063964844,0.827403125,0.839046875,0,0.0275118025979638,0.0088333830342787,0.1495874999999999,640,640,IMG_8730_jpg.rf.0bfeaeaa0f79ea8ab832f540418c3a3e.jpg,4,7,mixed_suspicious
22,22,person_0022,test,Normal,mixed_suspicious,normal,0,1,0,0,7.021518836963391,3.636518260664266,1.0,0.52109375,0.551171875,0.436944580078125,0.7609375,0.57421875,1,0.0068102078144623,0.0061504592232386,0.072265625,640,640,IMG_9011_jpg.rf.5634a7558ce72b83bb4650b399734da7.jpg,4,8,mixed_suspicious
22,22,person_0022,valid,Normal,mixed_suspicious,normal,0,0,0,0,-2.8550671915953063,-2.7432818340798724,0.9633199846780417,0.307421875,0.6015625,0.20772705078125,0.46484375,0.446875,0,0.0008489943930822,0.0314481605077241,0.294140625,640,640,IMG_8679_jpg.rf.473eba8793827562a6f85bdccd100093.jpg,4,9,mixed_suspicious
20,20,person_0020,test,Normal,mixed_suspicious,normal,0,0,0,0,-3.014114191170927,-4.5157143208032355,1.0,0.32109375,0.553515625,0.221571044921875,0.4984375,0.44453125,0,0.0049212991124743,0.0397745275028983,0.2324218749999999,640,640,IMG_8717_jpg.rf.e9fae92af6a21ae5b2247ec6940e0e5e.jpg,5,0,mixed_suspicious
20,20,person_0020,test,Normal,mixed_suspicious,normal,0,1,0,0,4.263016841086785,7.391917702356036,0.9461613109394078,0.748828125,0.5796875,0.2284814453125,0.50078125,0.45625,1,0.0070949182123057,0.0376920133856272,0.328515625,640,640,IMG_8717_jpg.rf.e9fae92af6a21ae5b2247ec6940e0e5e.jpg,5,1,mixed_suspicious
22,22,person_0022,train,Normal,mixed_suspicious,normal,0,0,0,0,-0.653309501121244,2.150996188077859,1.0,0.4137015625,0.4367109375,0.6942300063964844,0.827403125,0.839046875,0,0.0275118025979638,0.0088333830342787,0.1495874999999999,640,640,IMG_8730_jpg.rf.0bfeaeaa0f79ea8ab832f540418c3a3e.jpg,5,2,mixed_suspicious
22,22,person_0022,test,Normal,mixed_suspicious,normal,0,0,0,0,3.4654594335470303,-5.234617074552825,0.902618174508587,0.52109375,0.551171875,0.436944580078125,0.7609375,0.57421875,0,0.0068102078144623,0.0061504592232386,0.072265625,640,640,IMG_9011_jpg.rf.5634a7558ce72b83bb4650b399734da7.jpg,5,3,mixed_suspicious
22,22,person_0022,valid,Normal,mixed_suspicious,normal,0,0,0,0,-2.2195033682165963,4.699208820206367,1.0,0.307421875,0.6015625,0.20772705078125,0.46484375,0.446875,0,0.0008489943930822,0.0314481605077241,0.294140625,640,640,IMG_8679_jpg.rf.473eba8793827562a6f85bdccd100093.jpg,5,4,mixed_suspicious
23,23,person_0023,test,Normal,mixed_suspicious,normal,0,0,0,0,0.8036509312909911,-0.22962891477862346,1.0,0.307421875,0.6015625,0.20772705078125,0.46484375,0.446875,0,0.024634632766181,0.0335913677857279,0.294140625,640,640,IMG_8711_jpg.rf.f21e16d7c17a3ea7e3a2394a03b701b3.jpg,5,5,mixed_suspicious
25,25,person_0025,train,Normal,mixed_suspicious,normal,0,1,0,1,0.2893971230310206,-1.5833089461714733,0.9502221466029559,0.48828125,0.517578125,0.305938720703125,0.6265625,0.48828125,1,0.0812777436340825,0.0235915169955736,0.029296875,640,640,IMG_8582_jpg.rf.0dc0fbe279f4da9ac3e3ce7f75135eca.jpg,5,6,mixed_suspicious
27,27,person_0027,valid,Normal,mixed_suspicious,normal,0,0,0,0,0.987214948467223,-2.8144535331659437,1.0,0.48984375,0.64921875,0.34344482421875,0.6640625,0.5171875,0,0.0315941684149916,0.09179055644166,0.1593749999999999,640,640,IMG_9169_jpg.rf.74b134691d206506f23110019c161f49.jpg,5,7,mixed_suspicious
29,29,person_0029,valid,Normal,mixed_suspicious,normal,0,0,0,1,4.78160295332221,-8.938042693991834,1.0,0.72578125,0.53359375,0.19767822265625,0.4703125,0.4203125,1,0.0313876302387293,0.0665645122310374,0.259375,640,640,IMG_8714_jpg.rf.54878c9e264b45bfedd68817ea8c49f7.jpg,5,8,mixed_suspicious
29,29,person_0029,valid,Normal,mixed_suspicious,normal,0,0,0,0,0.06692891359511544,1.125489811317901,0.8791590580322968,0.300390625,0.518359375,0.1927020263671875,0.44765625,0.43046875,0,0.0243305108379661,0.0104103611404406,0.2179687499999999,640,640,IMG_8714_jpg.rf.54878c9e264b45bfedd68817ea8c49f7.jpg,5,9,mixed_suspicious
23,23,person_0023,test,Normal,normal,normal,0,0,0,0,-2.010328760778607,-8.84922453598169,1.0,0.307421875,0.6015625,0.20772705078125,0.46484375,0.446875,0,0.024634632766181,0.0335913677857279,0.294140625,640,640,IMG_8711_jpg.rf.f21e16d7c17a3ea7e3a2394a03b701b3.jpg,6,0,normal
25,25,person_0025,train,Normal,normal,normal,0,0,0,0,-3.7064501005717814,-10.126365745518523,0.8653364589834961,0.48828125,0.517578125,0.305938720703125,0.6265625,0.48828125,0,0.0812777436340825,0.0235915169955736,0.029296875,640,640,IMG_8582_jpg.rf.0dc0fbe279f4da9ac3e3ce7f75135eca.jpg,6,1,normal
27,27,person_0027,valid,Normal,normal,normal,0,0,0,0,4.365889555499723,-4.355755173673036,0.9417167598238396,0.48984375,0.64921875,0.34344482421875,0.6640625,0.5171875,0,0.0315941684149916,0.09179055644166,0.1593749999999999,640,640,IMG_9169_jpg.rf.74b134691d206506f23110019c161f49.jpg,6,2,normal
29,29,person_0029,valid,Normal,normal,normal,0,0,0,0,3.420691934303477,-5.887993748644234,1.0,0.72578125,0.53359375,0.19767822265625,0.4703125,0.4203125,0,0.0313876302387293,0.0665645122310374,0.259375,640,640,IMG_8714_jpg.rf.54878c9e264b45bfedd68817ea8c49f7.jpg,6,3,normal
29,29,person_0029,valid,Normal,normal,normal,0,0,0,0,-1.2156316829709597,-3.254020358220143,0.9609108983303973,0.300390625,0.518359375,0.1927020263671875,0.44765625,0.43046875,0,0.0243305108379661,0.0104103611404406,0.2179687499999999,640,640,IMG_8714_jpg.rf.54878c9e264b45bfedd68817ea8c49f7.jpg,6,4,normal
30,30,person_0030,test,Normal,normal,normal,0,0,0,0,-7.33205781940341,-7.127297020215394,0.9313060017795514,0.299609375,0.552734375,0.2183697509765625,0.49296875,0.44296875,0,0.0368203256108646,0.0200168549970955,0.253125,640,640,IMG_8680_jpg.rf.d8410580e8f028f82b95930545eda238.jpg,6,5,normal
31,31,person_0031,test,Normal,normal,normal,0,0,0,0,-4.440865899564012,8.154002742144915,0.9801031135507658,0.751171875,0.609375,0.2120849609375,0.46484375,0.45625,0,0.0210468565481141,0.0446498981480912,0.360546875,640,640,IMG_8685_jpg.rf.4dba7f6f4e9899182d54ed9c05c5d615.jpg,6,6,normal
31,31,person_0031,train,Normal,normal,normal,0,0,0,0,-8.761381290781777,-9.443808399991676,1.0,0.59921875,0.4671921874999999,0.4455380126953125,0.6171875,0.7218843749999999,0,0.0891436560422317,0.0211526281869725,0.1320265625,640,640,IMG_9043_jpg.rf.0c3b1429c20bfac26378d28191422935.jpg,6,7,normal
32,32,person_0032,train,Normal,normal,normal,0,0,0,1,0.966001825453016,3.718939838117005,0.8984158876396987,0.6043015625,0.52003046875,0.4393812068701171,0.636728125,0.6900609375,1,0.0554961876833926,0.0138383055869603,0.12433203125,640,640,IMG_9179_jpg.rf.103e663a183458a51e9028f2a29588a2.jpg,6,8,normal
32,32,person_0032,valid,Normal,normal,normal,0,0,0,0,-1.6693967030782997,3.7720714603607313,0.9374345044180328,0.47265625,0.624609375,0.261317138671875,0.6703125,0.38984375,0,0.0119565129332879,0.0168564956466406,0.151953125,640,640,IMG_8576_jpg.rf.600d4cc69764be020f774ecfd0f6338a.jpg,6,9,normal
30,30,person_0030,test,Normal,normal,normal,0,0,0,0,-6.08314885577098,-9.090473889812843,1.0,0.299609375,0.552734375,0.2183697509765625,0.49296875,0.44296875,0,0.0368203256108646,0.0200168549970955,0.253125,640,640,IMG_8680_jpg.rf.d8410580e8f028f82b95930545eda238.jpg,7,0,normal
31,31,person_0031,test,Normal,normal,normal,0,0,0,0,4.014646925753184,4.648297907721408,1.0,0.751171875,0.609375,0.2120849609375,0.46484375,0.45625,0,0.0210468565481141,0.0446498981480912,0.360546875,640,640,IMG_8685_jpg.rf.4dba7f6f4e9899182d54ed9c05c5d615.jpg,7,1,normal
31,31,person_0031,train,Normal,normal,normal,0,0,0,1,-7.802771753562057,11.364887840004219,0.9848284387854858,0.59921875,0.4671921874999999,0.4455380126953125,0.6171875,0.7218843749999999,1,0.0891436560422317,0.0211526281869725,0.1320265625,640,640,IMG_9043_jpg.rf.0c3b1429c20bfac26378d28191422935.jpg,7,2,normal
32,32,person_0032,train,Normal,normal,normal,0,0,0,0,-1.6143486804483596,4.70164391949095,0.9280473648736679,0.6043015625,0.52003046875,0.4393812068701171,0.636728125,0.6900609375,0,0.0554961876833926,0.0138383055869603,0.12433203125,640,640,IMG_9179_jpg.rf.103e663a183458a51e9028f2a29588a2.jpg,7,3,normal
32,32,person_0032,valid,Normal,normal,normal,0,0,0,0,-0.27333582034011006,-2.6230512877406325,1.0,0.47265625,0.624609375,0.261317138671875,0.6703125,0.38984375,0,0.0119565129332879,0.0168564956466406,0.151953125,640,640,IMG_8576_jpg.rf.600d4cc69764be020f774ecfd0f6338a.jpg,7,4,normal
34,34,person_0034,valid,Normal,normal,normal,0,0,0,0,5.801504277246548,7.215636904880124,1.0,0.521875,0.60234375,0.29583984375,0.6375,0.4640625,0,0.0639953092725969,0.0403567610409619,0.1242187499999999,640,640,IMG_8648_jpg.rf.77922af4b760be12551400e9fa0053ce.jpg,7,5,normal
35,35,person_0035,test,Normal,normal,normal,0,0,0,0,8.292123771627846,-9.987996437723574,1.0,0.755078125,0.569921875,0.2300946044921875,0.48203125,0.47734375,0,0.047279109159741,0.032315897667102,0.325,640,640,IMG_8720_jpg.rf.c9391ab868d211e367e79dff9942c2a0.jpg,7,6,normal
35,35,person_0035,test,Normal,normal,normal,0,0,0,1,2.47206203037373,-2.623590036238186,0.949379882553129,0.340234375,0.554296875,0.2129400634765625,0.47734375,0.44609375,1,0.0160983748192044,0.0470331204921381,0.2140625,640,640,IMG_8720_jpg.rf.c9391ab868d211e367e79dff9942c2a0.jpg,7,7,normal
35,35,person_0035,valid,Normal,normal,normal,0,0,0,0,5.341929532360286,1.220282897500884,0.9875485329580982,0.49453125,0.571875,0.2890087890625,0.5890625,0.490625,0,0.0133875639153206,0.0172979027482162,0.07734375,640,640,IMG_8572_jpg.rf.83d942644aa0ce2564b09437ad5b57db.jpg,7,8,normal
36,36,person_0036,test,Normal,normal,normal,0,0,0,0,-1.3783380882838334,-0.6162821508914433,0.9819819959477585,0.729296875,0.56328125,0.244720458984375,0.52734375,0.4640625,0,0.0501740414865744,0.0374949277087423,0.2925781249999999,640,640,IMG_8677_jpg.rf.680e45bfee5fc53637c2b4293d29ff5e.jpg,7,9,normal
