Timestamp,Frame,Event Type,Confidence,Person ID,Description
6.9,173,Suspicious Hand Activity,0.70,person_000,
7.0,176,Suspicious Hand Activity,0.70,person_001,
7.0,176,Suspicious Hand Activity,0.70,person_000,
7.2,179,Suspicious Hand Activity,0.70,person_001,
7.2,179,Suspicious Hand Activity,0.70,person_000,
7.3,182,Suspicious Hand Activity,0.70,person_000,
7.3,182,Suspicious Hand Activity,0.70,person_001,
7.4,185,Suspicious Hand Activity,0.70,person_000,
7.4,185,Suspicious Hand Activity,0.70,person_001,
7.5,188,Suspicious Hand Activity,0.70,person_000,
7.5,188,Suspicious Hand Activity,0.70,person_001,
7.6,191,Suspicious Hand Activity,0.70,person_000,
7.6,191,Suspicious Hand Activity,0.70,person_001,
7.8,194,Suspicious Hand Activity,0.70,person_000,
7.8,194,Suspicious Hand Activity,0.70,person_001,
7.9,197,Suspicious Hand Activity,0.70,person_001,
7.9,197,Suspicious Hand Activity,0.70,person_000,
8.0,200,Suspicious Hand Activity,0.70,person_001,
8.0,200,Suspicious Hand Activity,0.70,person_000,
8.1,203,Suspicious Hand Activity,0.70,person_000,
8.1,203,Suspicious Hand Activity,0.70,person_001,
8.2,206,Suspicious Hand Activity,0.70,person_000,
8.2,206,Suspicious Hand Activity,0.70,person_001,
8.4,209,Suspicious Hand Activity,0.70,person_000,
8.4,209,Suspicious Hand Activity,0.70,person_001,
8.5,212,Suspicious Hand Activity,0.70,person_000,
8.5,212,Suspicious Hand Activity,0.70,person_001,
8.6,215,Suspicious Hand Activity,0.70,person_000,
8.6,215,Suspicious Hand Activity,0.70,person_001,
8.7,218,Suspicious Hand Activity,0.70,person_001,
8.7,218,Suspicious Hand Activity,0.70,person_000,
8.8,221,Suspicious Hand Activity,0.70,person_000,
8.8,221,Suspicious Hand Activity,0.70,person_001,
9.0,224,Suspicious Hand Activity,0.70,person_000,
9.0,224,Suspicious Hand Activity,0.70,person_001,
9.1,227,Suspicious Hand Activity,0.70,person_000,
9.1,227,Suspicious Hand Activity,0.70,person_001,
9.2,230,Suspicious Hand Activity,0.70,person_000,
9.2,230,Suspicious Hand Activity,0.70,person_001,
9.3,233,Suspicious Hand Activity,0.70,person_000,
9.3,233,Suspicious Hand Activity,0.70,person_001,
9.4,236,Suspicious Hand Activity,0.70,person_001,
9.4,236,Suspicious Hand Activity,0.70,person_000,
9.6,239,Suspicious Hand Activity,0.70,person_001,
9.6,239,Suspicious Hand Activity,0.70,person_000,
9.7,242,Suspicious Hand Activity,0.70,person_001,
9.7,242,Suspicious Hand Activity,0.70,person_000,
9.8,245,Suspicious Hand Activity,0.70,person_001,
9.8,245,Suspicious Hand Activity,0.70,person_000,
9.9,248,Suspicious Hand Activity,0.70,person_001,
9.9,248,Suspicious Hand Activity,0.70,person_000,
10.0,251,Suspicious Hand Activity,0.70,person_001,
10.0,251,Suspicious Hand Activity,0.70,person_000,
10.2,254,Suspicious Hand Activity,0.70,person_001,
10.2,254,Suspicious Hand Activity,0.70,person_000,
10.3,257,Suspicious Hand Activity,0.70,person_000,
10.3,257,Suspicious Hand Activity,0.70,person_001,
10.4,260,Suspicious Hand Activity,0.70,person_000,
10.4,260,Suspicious Hand Activity,0.70,person_001,
10.5,263,Suspicious Hand Activity,0.70,person_000,
10.5,263,Suspicious Hand Activity,0.70,person_001,
10.6,266,Suspicious Hand Activity,0.70,person_001,
10.6,266,Suspicious Hand Activity,0.70,person_000,
10.8,269,Suspicious Hand Activity,0.70,person_001,
10.8,269,Suspicious Hand Activity,0.70,person_000,
10.9,272,Suspicious Hand Activity,0.70,person_001,
10.9,272,Suspicious Hand Activity,0.70,person_000,
11.0,275,Suspicious Hand Activity,0.70,person_000,
11.0,275,Suspicious Hand Activity,0.70,person_001,
11.1,278,Suspicious Hand Activity,0.70,person_000,
11.1,278,Suspicious Hand Activity,0.70,person_001,
11.2,281,Suspicious Hand Activity,0.70,person_000,
11.2,281,Suspicious Hand Activity,0.70,person_001,
11.4,284,Suspicious Hand Activity,0.70,person_001,
11.4,284,Suspicious Hand Activity,0.70,person_000,
11.5,287,Suspicious Hand Activity,0.70,person_000,
11.5,287,Suspicious Hand Activity,0.70,person_001,
11.6,290,Suspicious Hand Activity,0.70,person_001,
11.6,290,Suspicious Hand Activity,0.70,person_000,
11.7,293,Suspicious Hand Activity,0.70,person_000,
11.7,293,Suspicious Hand Activity,0.70,person_001,
11.8,296,Suspicious Hand Activity,0.70,person_001,
11.8,296,Suspicious Hand Activity,0.70,person_000,
12.0,299,Suspicious Hand Activity,0.70,person_000,
12.0,299,Suspicious Hand Activity,0.70,person_001,
12.1,302,Suspicious Hand Activity,0.70,person_000,
12.1,302,Suspicious Hand Activity,0.70,person_001,
12.2,305,Suspicious Hand Activity,0.70,person_001,
12.2,305,Suspicious Hand Activity,0.70,person_000,
12.3,308,Suspicious Hand Activity,0.70,person_000,
12.3,308,Suspicious Hand Activity,0.70,person_001,
12.4,311,Suspicious Hand Activity,0.70,person_001,
12.4,311,Suspicious Hand Activity,0.70,person_000,
12.6,314,Suspicious Hand Activity,0.70,person_001,
12.6,314,Suspicious Hand Activity,0.70,person_000,
12.7,317,Suspicious Hand Activity,0.70,person_000,
12.7,317,Suspicious Hand Activity,0.70,person_001,
12.8,320,Suspicious Hand Activity,0.70,person_001,
12.8,320,Suspicious Hand Activity,0.70,person_000,
12.9,323,Suspicious Hand Activity,0.70,person_001,
12.9,323,Suspicious Hand Activity,0.70,person_000,
13.0,326,Suspicious Hand Activity,0.70,person_001,
13.0,326,Suspicious Hand Activity,0.70,person_000,
13.2,329,Suspicious Hand Activity,0.70,person_001,
13.2,329,Suspicious Hand Activity,0.70,person_000,
13.3,332,Suspicious Hand Activity,0.70,person_001,
13.3,332,Suspicious Hand Activity,0.70,person_000,
13.4,335,Suspicious Hand Activity,0.70,person_001,
13.4,335,Suspicious Hand Activity,0.70,person_000,
13.5,338,Suspicious Hand Activity,0.70,person_001,
13.5,338,Suspicious Hand Activity,0.70,person_000,
13.6,341,Suspicious Hand Activity,0.70,person_001,
13.6,341,Suspicious Hand Activity,0.70,person_000,
13.8,344,Suspicious Hand Activity,0.70,person_000,
13.8,344,Suspicious Hand Activity,0.70,person_001,
13.9,347,Suspicious Hand Activity,0.70,person_000,
13.9,347,Suspicious Hand Activity,0.70,person_001,
14.0,350,Suspicious Hand Activity,0.70,person_001,
14.0,350,Suspicious Hand Activity,0.70,person_000,
